time,state,x,y,z,qw,qx,qy,qz,Vx,Vy,Vz,wr,wp,wy,LF_HAA,LF_HFE,LF_KFE,RF_HAA,RF_HFE,RF_KFE,LH_HAA,LH_HFE,LH_KFE,RH_HAA,RH_HFE,RH_KFE,w_LF_HAA,w_LF_HFE,w_LF_KFE,w_RF_HAA,w_RF_HFE,w_RF_KFE,w_LH_HAA,w_LH_HFE,w_LH_KFE,w_RH_HAA,w_RH_HFE,w_RH_KFE,tau_LF_HAA,tau_LF_HFE,tau_LF_KFE,tau_RF_HAA,tau_RF_HFE,tau_RF_KFE,tau_LH_HAA,tau_LH_HFE,tau_LH_KFE,tau_RH_HAA,tau_RH_HFE,tau_RH_KFE
3077,9,-0.995191,1.0083,0.211934,-0.99088,0.00847309,0.134376,0.00538331,-0.584332,0.0210466,-0.568632,-0.138828,-1.40464,-0.0388332,-0.00215017,-1.19815,1.99777,-0.00217763,-1.19794,1.99772,-0.00139882,-1.14491,2.29034,-4.23E-05,-1.14779,2.26652,-0.0137322,-0.00896563,-0.0538352,-0.0207606,-0.00733161,-0.0534869,-0.032128,0.438968,4.23191,0.0235499,0.437032,4.05614,0.128183,0,0,0.129458,0,0,0.0820175,-3.27908,0,0.00394379,-3.10633,0
3078,9,-0.995774,1.00832,0.211363,-0.990784,0.00854086,0.135073,0.00539922,-0.581177,0.0209334,-0.573658,-0.139493,-1.4082,-0.0390936,-0.00216389,-1.19816,1.99772,-0.0021991,-1.19794,1.99767,-0.00143119,-1.14447,2.29458,-1.86E-05,-1.14735,2.27059,-0.0137154,-0.00978381,-0.054389,-0.0221782,-0.00787073,-0.0542529,-0.032616,0.443314,4.25377,0.0239387,0.439484,4.07681,0.12901,0,0,0.130658,0,0,0.0839289,-3.30529,0,0.00254008,-3.13249,0
3079,9,-0.996354,1.00834,0.210787,-0.990688,0.00860899,0.135772,0.00541522,-0.577989,0.0208172,-0.57865,-0.140224,-1.41192,-0.0393542,-0.00217762,-1.19817,1.99766,-0.00222195,-1.19795,1.99761,-0.00146401,-1.14403,2.29885,5.44E-06,-1.14691,2.27467,-0.0137434,-0.0106252,-0.0549551,-0.0235133,-0.0084117,-0.0550277,-0.033034,0.447838,4.27563,0.0241151,0.442009,4.09753,0.129833,0,0,0.131946,0,0,0.0858712,-3.33176,0,0.00111542,-3.15878,0
3080,9,-0.99693,1.00836,0.210206,-0.990591,0.00867749,0.136473,0.00543132,-0.57477,0.0206978,-0.583607,-0.141003,-1.41583,-0.0396105,-0.00219141,-1.19818,1.99761,-0.00224608,-1.19796,1.99756,-0.00149723,-1.14357,2.30313,2.97E-05,-1.14647,2.27878,-0.0138418,-0.0114906,-0.0555419,-0.0247479,-0.00896659,-0.0558106,-0.0334025,0.452523,4.2975,0.0243793,0.444642,4.11817,0.130657,0,0,0.133317,0,0,0.0878407,-3.35849,0,-0.000326193,-3.18523,0
3081,9,-0.997503,1.00838,0.20962,-0.990493,0.0087464,0.137175,0.0054475,-0.571516,0.0205753,-0.588528,-0.141848,-1.4199,-0.0398696,-0.00220532,-1.19819,1.99755,-0.00227141,-1.19797,1.9975,-0.00153078,-1.14312,2.30744,5.41E-05,-1.14602,2.28291,-0.0139738,-0.0123765,-0.0561406,-0.0259033,-0.00952712,-0.0566014,-0.0337044,0.457381,4.31939,0.0244296,0.447342,4.13886,0.131485,0,0,0.134765,0,0,0.0898338,-3.38551,0,-0.00178102,-3.21183,0
3082,9,-0.998073,1.0084,0.209029,-0.990395,0.00881574,0.13788,0.00546377,-0.568229,0.0204496,-0.593413,-0.142738,-1.42417,-0.0401268,-0.00221939,-1.19821,1.99749,-0.00229784,-1.19798,1.99745,-0.00156462,-1.14266,2.31177,7.86E-05,-1.14557,2.28706,-0.0141665,-0.0132844,-0.05676,-0.0269627,-0.0101054,-0.0573996,-0.0339609,0.462396,4.34129,0.0245763,0.450146,4.15948,0.132319,0,0,0.136284,0,0,0.091847,-3.4128,0,-0.00324529,-3.23859,0
3083,9,-0.99864,1.00842,0.208433,-0.990295,0.00888553,0.138586,0.00548012,-0.564908,0.0203209,-0.598262,-0.143693,-1.42861,-0.0403896,-0.00223367,-1.19822,1.99744,-0.00232529,-1.19799,1.99739,-0.00159867,-1.1422,2.31612,0.000103133,-1.14512,2.29123,-0.0143829,-0.0142115,-0.0573909,-0.0279494,-0.0106925,-0.0582055,-0.0341547,0.46758,4.36322,0.024508,0.453013,4.18017,0.133163,0,0,0.13787,0,0,0.093877,-3.4404,0,-0.00471547,-3.26551,0
3084,9,-0.999203,1.00844,0.207832,-0.990195,0.00895581,0.139295,0.00549655,-0.561551,0.0201888,-0.603075,-0.144692,-1.43325,-0.0406531,-0.00224818,-1.19823,1.99738,-0.00235369,-1.198,1.99733,-0.00163291,-1.14172,2.3205,0.00012766,-1.14467,2.29542,-0.0146518,-0.0151596,-0.0580427,-0.0288469,-0.0113006,-0.0590184,-0.0343081,0.472917,4.38517,0.0245457,0.45598,4.20079,0.13402,0,0,0.139518,0,0,0.0959205,-3.4683,0,-0.006188,-3.2926,0
3085,9,-0.999763,1.00846,0.207227,-0.990094,0.00902661,0.140006,0.00551305,-0.558157,0.0200537,-0.607849,-0.145754,-1.43808,-0.040925,-0.00226298,-1.19825,1.99732,-0.00238296,-1.19801,1.99727,-0.00166726,-1.14125,2.32489,0.000152117,-1.14421,2.29963,-0.0149356,-0.0161262,-0.0587059,-0.0296801,-0.0119201,-0.0598388,-0.0344034,0.47842,4.40715,0.0243676,0.459007,4.22147,0.134891,0,0,0.141222,0,0,0.0979744,-3.49651,0,-0.00765961,-3.31987,0
3086,9,-1.00032,1.00848,0.206616,-0.989992,0.00909793,0.140719,0.00552964,-0.554727,0.0199152,-0.612587,-0.146857,-1.4431,-0.0412004,-0.00227808,-1.19827,1.99726,-0.00241301,-1.19803,1.99721,-0.0017017,-1.14077,2.32931,0.000176454,-1.14375,2.30386,-0.0152652,-0.0171135,-0.0593901,-0.0304322,-0.0125632,-0.0606662,-0.0344638,0.484071,4.42917,0.0243059,0.46213,4.2421,0.135779,0,0,0.142977,0,0,0.100036,-3.52505,0,-0.00912701,-3.34732,0
3087,9,-1.00087,1.0085,0.206001,-0.98989,0.00916983,0.141435,0.00554631,-0.551259,0.0197735,-0.617285,-0.14802,-1.44832,-0.0414872,-0.00229351,-1.19828,1.9972,-0.00244379,-1.19804,1.99715,-0.00173616,-1.14028,2.33375,0.000200621,-1.14329,2.30811,-0.0156026,-0.018119,-0.0600856,-0.0311291,-0.0132197,-0.061501,-0.0344714,0.489885,4.45122,0.0240284,0.46531,4.2628,0.136685,0,0,0.144781,0,0,0.102102,-3.55393,0,-0.0105872,-3.37496,0
3088,9,-1.00142,1.00852,0.205382,-0.989786,0.0092423,0.142153,0.00556305,-0.547752,0.0196286,-0.621945,-0.149222,-1.45374,-0.0417801,-0.0023093,-1.1983,1.99714,-0.00247523,-1.19805,1.99709,-0.00177062,-1.13979,2.33822,0.000224574,-1.14282,2.31239,-0.0159802,-0.0191454,-0.0608023,-0.0317536,-0.013902,-0.0623429,-0.0344505,0.495844,4.47332,0.0238784,0.468584,4.28343,0.137611,0,0,0.146628,0,0,0.10417,-3.58314,0,-0.0120372,-3.40278,0
3089,9,-1.00197,1.00854,0.204758,-0.989681,0.00931539,0.142874,0.00557988,-0.544206,0.0194804,-0.626564,-0.150481,-1.45936,-0.0420875,-0.00232547,-1.19832,1.99708,-0.00250728,-1.19807,1.99702,-0.00180504,-1.13929,2.3427,0.00024827,-1.14235,2.31668,-0.0163595,-0.02019,-0.0615303,-0.0323322,-0.0145991,-0.0631923,-0.0343829,0.501964,4.49545,0.0235131,0.471913,4.30415,0.138558,0,0,0.148514,0,0,0.106237,-3.61272,0,-0.0134744,-3.4308,0
3090,9,-1.00251,1.00856,0.204129,-0.989576,0.00938911,0.143598,0.0055968,-0.540619,0.0193288,-0.631144,-0.151776,-1.46519,-0.0424037,-0.00234204,-1.19834,1.99702,-0.00253987,-1.19808,1.99696,-0.00183938,-1.13878,2.34721,0.00027167,-1.14188,2.321,-0.0167748,-0.0212557,-0.0622799,-0.0328469,-0.0153237,-0.064049,-0.0342939,0.508226,4.51764,0.0232875,0.475333,4.32481,0.139528,0,0,0.150437,0,0,0.108302,-3.64265,0,-0.0148962,-3.45901,0
3091,9,-1.00305,1.00858,0.203495,-0.989469,0.00946349,0.144325,0.00561381,-0.536992,0.019174,-0.635683,-0.153125,-1.47123,-0.0427374,-0.00235902,-1.19836,1.99696,-0.00257295,-1.1981,1.9969,-0.00187361,-1.13827,2.35174,0.000294737,-1.1414,2.32533,-0.0171867,-0.02234,-0.0630408,-0.033325,-0.0160641,-0.0649135,-0.0341646,0.514647,4.53987,0.0228471,0.478806,4.34557,0.140522,0,0,0.152392,0,0,0.110363,-3.67296,0,-0.0163002,-3.48743,0
3092,9,-1.00358,1.0086,0.202857,-0.989362,0.00953854,0.145054,0.00563092,-0.533322,0.0190157,-0.64018,-0.154506,-1.47748,-0.0430826,-0.00237643,-1.19839,1.99689,-0.00260649,-1.19811,1.99683,-0.0019077,-1.13775,2.35629,0.000317441,-1.14092,2.32969,-0.0176312,-0.0234457,-0.0638236,-0.0337475,-0.0168334,-0.0657854,-0.0340216,0.521208,4.56216,0.0225593,0.48237,4.36626,0.141541,0,0,0.154377,0,0,0.112416,-3.70364,0,-0.0176842,-3.51605,0
3093,9,-1.00412,1.00862,0.202215,-0.989253,0.00961429,0.145787,0.00564812,-0.529609,0.0188542,-0.644635,-0.155938,-1.48394,-0.0434483,-0.00239428,-1.19841,1.99683,-0.00264043,-1.19813,1.99676,-0.00194163,-1.13723,2.36086,0.000339749,-1.14043,2.33406,-0.0180678,-0.0245703,-0.0646176,-0.0341421,-0.0176192,-0.0666655,-0.0338455,0.527927,4.5845,0.0220576,0.485986,4.38705,0.142586,0,0,0.156389,0,0,0.114462,-3.73472,0,-0.0190464,-3.54489,0
3094,9,-1.00464,1.00863,0.201568,-0.989144,0.00969076,0.146523,0.00566543,-0.525852,0.0186891,-0.649046,-0.157396,-1.49063,-0.0438284,-0.00241258,-1.19844,1.99676,-0.00267475,-1.19815,1.9967,-0.00197539,-1.1367,2.36546,0.000361639,-1.13995,2.33846,-0.0185345,-0.025717,-0.0654339,-0.0344889,-0.0184348,-0.0675534,-0.0336635,0.534786,4.60691,0.021722,0.489692,4.40778,0.143657,0,0,0.158426,0,0,0.116498,-3.76619,0,-0.0203849,-3.57394,0
3095,9,-1.00517,1.00865,0.200917,-0.989033,0.00976797,0.147262,0.00568286,-0.52205,0.0185207,-0.653414,-0.158903,-1.49752,-0.044232,-0.00243134,-1.19846,1.9967,-0.0027094,-1.19817,1.99663,-0.00200895,-1.13616,2.37007,0.000383087,-1.13945,2.34288,-0.0189895,-0.0268829,-0.0662614,-0.0348162,-0.0192674,-0.0684497,-0.0334558,0.541801,4.62938,0.0211734,0.49345,4.42862,0.144755,0,0,0.160485,0,0,0.118523,-3.79807,0,-0.0216983,-3.60321,0
3096,9,-1.00569,1.00867,0.200261,-0.988921,0.00984593,0.148004,0.00570041,-0.518202,0.0183487,-0.657737,-0.160432,-1.50465,-0.0446526,-0.00245057,-1.19849,1.99663,-0.00274436,-1.19819,1.99656,-0.0020423,-1.13562,2.37471,0.000404076,-1.13896,2.34732,-0.0194723,-0.0280715,-0.0671115,-0.0351027,-0.0201305,-0.0693543,-0.0332505,0.548955,4.65191,0.0208048,0.497298,4.4494,0.14588,0,0,0.162564,0,0,0.120537,-3.83037,0,-0.0229852,-3.63271,0
3097,9,-1.0062,1.00869,0.199601,-0.988808,0.00992466,0.14875,0.00571809,-0.514307,0.0181733,-0.662014,-0.162006,-1.51199,-0.0450999,-0.00247028,-1.19852,1.99656,-0.0027796,-1.19821,1.99649,-0.00207544,-1.13506,2.37938,0.00042459,-1.13846,2.35178,-0.0199401,-0.0292798,-0.0679729,-0.0353773,-0.0210108,-0.0702678,-0.033027,0.556267,4.67451,0.0202239,0.501199,4.47028,0.147034,0,0,0.164662,0,0,0.122538,-3.86309,0,-0.0242445,-3.66243,0
3098,9,-1.00672,1.00871,0.198937,-0.988694,0.0100042,0.1495,0.00573592,-0.510364,0.0179949,-0.666248,-0.163654,-1.5196,-0.0455781,-0.00249044,-1.19855,1.99649,-0.00281514,-1.19823,1.99642,-0.00210797,-1.1345,2.38406,0.000444591,-1.13796,2.35626,-0.0203808,-0.0305365,-0.0688492,-0.0356986,-0.0219282,-0.0712104,-0.0320299,0.561868,4.69742,0.0197783,0.505146,4.49115,0.148217,0,0,0.166776,0,0,0.124526,-3.89625,0,-0.0254754,-3.69238,0
3099,9,-1.00722,1.00873,0.198269,-0.988579,0.0100846,0.150253,0.0057539,-0.506375,0.0178146,-0.670439,-0.165398,-1.52746,-0.0460859,-0.00251101,-1.19858,1.99642,-0.00285102,-1.19825,1.99635,-0.00213883,-1.13394,2.38877,0.000464026,-1.13745,2.36076,-0.0207669,-0.0318308,-0.0697223,-0.0360639,-0.0228689,-0.0721737,-0.0296822,0.564428,4.72077,0.0190908,0.509098,4.51216,0.149426,0,0,0.168908,0,0,0.126478,-3.92979,0,-0.0266755,-3.72257,0
3100,9,-1.00761,1.00869,0.197773,-0.988605,0.00864638,0.150181,0.00557214,-0.256647,-0.0887238,-0.321773,5.74601,1.80475,1.62684,-0.00527056,-1.19755,1.99591,0.00154174,-1.19843,1.99717,-0.00488587,-1.13118,2.38978,0.00179983,-1.13603,2.3646,-5.49833,2.08282,-0.963181,8.82159,-0.325065,1.71214,-5.4644,4.9468,-2.70746,2.65251,2.32662,3.17515,0.150661,0,0,0.171061,0,0,0.12833,-3.96358,0,-0.0278415,-3.753,0
3101,9,-1.00786,1.0086,0.197443,-0.988755,0.00596726,0.149334,0.00523538,-0.247906,-0.0972761,-0.337034,4.67015,1.58453,1.28833,-0.00977202,-1.19578,1.9952,0.00894029,-1.19878,1.99844,-0.00933709,-1.12791,2.38805,0.00402565,-1.13438,2.36785,-3.50459,1.47591,-0.448232,5.97549,-0.393265,0.82155,-3.43804,1.59979,-0.750419,1.79913,0.968608,3.31271,0.316234,0,0,-0.0925046,0,0,0.293152,-4.12892,0,-0.10799,-3.83807,0
3102,9,-1.0081,1.0085,0.1971,-0.98888,0.00376824,0.148582,0.00497331,-0.241323,-0.103722,-0.350007,3.88924,1.42707,1.04638,-0.0125415,-1.1945,1.99486,0.0138443,-1.19923,1.99907,-0.0119655,-1.12745,2.38764,0.00559745,-1.13379,2.37115,-2.03438,1.08316,-0.241405,3.8326,-0.488406,0.449747,-1.8188,-0.680158,-0.0783546,1.34447,0.214361,3.28528,0.586321,0,0,-0.536417,0,0,0.560225,-4.32532,0,-0.241539,-3.93693,0
3103,9,-1.00834,1.00839,0.196744,-0.98899,0.00191779,0.147896,0.0047638,-0.236316,-0.108386,-0.361355,3.321,1.31435,0.873964,-0.014045,-1.19355,1.99467,0.0168864,-1.19974,1.99943,-0.0131879,-1.12892,2.38766,0.00681123,-1.1338,2.3744,-0.972696,0.807295,-0.143277,2.25155,-0.542847,0.26056,-0.626043,-2.25932,0.126548,1.08309,-0.236633,3.21817,0.75249,0,0,-0.83066,0,0,0.71793,-4.35291,0,-0.335847,-3.97242,0
3104,9,-1.00858,1.00828,0.196378,-0.989087,0.000320454,0.147259,0.00459077,-0.232483,-0.111668,-0.371541,2.90853,1.23448,0.752459,-0.0146415,-1.19284,1.99455,0.0185628,-1.20029,1.99963,-0.0133966,-1.13172,2.38781,0.00781627,-1.13418,2.37758,-0.220288,0.6056,-0.087751,1.10117,-0.553607,0.147006,0.208608,-3.33556,0.163957,0.927008,-0.524152,3.15309,0.842703,0,0,-1.01318,0,0,0.791275,-4.26472,0,-0.408674,-3.97175,0
3105,9,-1.00881,1.00817,0.196002,-0.989177,-0.0010938,0.146656,0.00444241,-0.229532,-0.113921,-0.380885,2.61054,1.17923,0.668448,-0.0146009,-1.19231,1.99448,0.0192511,-1.20083,1.99974,-0.0129095,-1.1354,2.38796,0.00869624,-1.1348,2.38071,0.301515,0.455496,-0.0516328,0.275507,-0.531812,0.0720849,0.765758,-4.03504,0.144595,0.832919,-0.71446,3.10185,0.878492,0,0,-1.11377,0,0,0.803799,-4.09688,0,-0.468976,-3.94893,0
3106,9,-1.00904,1.00805,0.195616,-0.989261,-0.00237637,0.146076,0.00430995,-0.227241,-0.115421,-0.389615,2.39645,1.14256,0.612055,-0.0141237,-1.19191,1.99444,0.0192352,-1.20134,1.99979,-0.0119686,-1.13965,2.38809,0.00950086,-1.13558,2.3838,0.65301,0.34295,-0.0259817,-0.307334,-0.489105,0.0207628,1.11605,-4.44823,0.109651,0.776322,-0.840653,3.06559,0.876055,0,0,-1.15507,0,0,0.774568,-3.87576,0,-0.521774,-3.91177,0
3107,9,-1.00926,1.00794,0.195223,-0.989341,-0.00356484,0.145511,0.00418693,-0.225441,-0.116379,-0.397894,2.24347,1.11995,0.57594,-0.0133573,-1.19161,1.99442,0.0187267,-1.2018,1.99979,-0.0107527,-1.14419,2.38818,0.01026,-1.13646,2.38685,0.879686,0.258273,-0.006867,-0.709576,-0.434653,-0.0145903,1.31576,-4.64429,0.0743031,0.741942,-0.920753,3.04221,0.84742,0,0,-1.15411,0,0,0.718113,-3.62126,0,-0.570051,-3.86511,0
3108,9,-1.00949,1.00782,0.194821,-0.989419,-0.00468649,0.144954,0.00406855,-0.224001,-0.116953,-0.405841,2.13463,1.10792,0.55463,-0.0124097,-1.19139,1.99443,0.0178829,-1.20221,1.99976,-0.00939081,-1.14885,2.38824,0.0109909,-1.13741,2.38988,1.01558,0.194398,0.00771881,-0.978154,-0.375002,-0.0386871,1.40793,-4.67762,0.0437872,0.719828,-0.965776,3.02897,0.801439,0,0,-1.1236,0,0,0.645159,-3.34848,0,-0.615599,-3.81227,0
3109,9,-1.00971,1.0077,0.194411,-0.989495,-0.00576094,0.144401,0.00395128,-0.222818,-0.117258,-0.413548,2.05731,1.10378,0.544039,-0.0113589,-1.19122,1.99444,0.0168196,-1.20255,1.99972,-0.00797444,-1.15349,2.38827,0.0117025,-1.13838,2.39291,1.08602,0.146049,0.0189522,-1.14834,-0.31459,-0.0547882,1.42481,-4.59138,0.0194551,0.703496,-0.983324,3.02342,0.744581,0,0,-1.07297,0,0,0.563449,-3.06883,0,-0.659452,-3.75568,0
3110,9,-1.00993,1.00759,0.193994,-0.989569,-0.00680214,0.143849,0.00383257,-0.221812,-0.117379,-0.421083,2.00216,1.10543,0.541118,-0.010261,-1.19109,1.99446,0.0156222,-1.20284,1.99966,-0.00656689,-1.15799,2.38828,0.0123987,-1.13936,2.39593,1.10981,0.109248,0.027601,-1.24659,-0.256282,-0.0652542,1.39029,-4.41985,0.00113608,0.688841,-0.97919,3.02358,0.681533,0,0,-1.00918,0,0,0.478466,-2.79076,0,-0.702152,-3.6972,0
3111,9,-1.01015,1.00747,0.193569,-0.989642,-0.00782163,0.143294,0.00371018,-0.220962,-0.117476,-0.428149,1.96935,1.11488,0.546191,-0.00915932,-1.19099,1.99449,0.0143579,-1.20307,1.99959,-0.00522831,-1.16217,2.38851,0.013081,-1.14033,2.39896,1.09347,0.084891,0.0337717,-1.28189,-0.201189,-0.0695436,1.28686,-3.94041,0.463066,0.675834,-0.954375,3.02677,0.615658,0,0,-0.93733,0,0,0.394013,-2.52042,0,-0.743922,-3.63833,0
3112,9,-1.01037,1.00735,0.193137,-0.989715,-0.00882701,0.142734,0.00358264,-0.220037,-0.117524,-0.435213,1.94346,1.12458,0.55353,-0.00808347,-1.19092,1.99453,0.0130729,-1.20324,1.99952,-0.00396832,-1.16593,2.38896,0.013749,-1.14127,2.40199,1.05823,0.063829,0.0375484,-1.28805,-0.152272,-0.0736205,1.23312,-3.57771,0.426476,0.659983,-0.921201,3.03426,0.549559,0,0,-0.861475,0,0,0.313699,-2.26961,0,-0.784863,-3.58032,0
3113,9,-1.01059,1.00723,0.192699,-0.989788,-0.00982176,0.142169,0.00344943,-0.2191,-0.117502,-0.442243,1.92412,1.13525,0.562768,-0.00705032,-1.19086,1.99457,0.0117942,-1.20338,1.99944,-0.00277605,-1.16934,2.38937,0.0144004,-1.14217,2.40503,1.00807,0.0464642,0.0398672,-1.26936,-0.108958,-0.075988,1.15141,-3.24054,0.407415,0.642994,-0.879078,3.04425,0.485008,0,0,-0.784377,0,0,0.238099,-2.04407,0,-0.824937,-3.52405,0
3114,9,-1.0108,1.00712,0.192263,-0.989867,-0.0107253,0.141553,0.0033118,-0.195849,-0.106136,-0.429117,1.58031,1.32841,0.521239,-0.0058495,-1.19085,1.99466,0.0104085,-1.20343,1.99932,-0.00163224,-1.17236,2.38975,0.0160754,-1.14279,2.40734,1.39358,-0.0151549,0.14756,-1.50219,0.00292857,-0.164282,1.1362,-2.80661,0.351989,2.70696,-0.360155,1.57046,0.423019,0,0,-0.707655,0,0,0.166563,-1.83952,0,-0.864026,-3.47005,0
3115,9,-1.011,1.00702,0.191831,-0.989954,-0.0115245,0.140883,0.00316918,-0.194676,-0.106433,-0.434521,1.50842,1.35814,0.52586,-0.00447952,-1.19087,1.9948,0.00891578,-1.20341,1.99917,-0.000536714,-1.17504,2.39012,0.0182836,-1.14351,2.40919,1.34638,-0.0224256,0.122951,-1.48319,0.0384595,-0.129995,1.05486,-2.53612,0.373837,1.70938,-1.09383,2.12756,0.35097,0,0,-0.624508,0,0,0.0979347,-1.65811,0,-0.964525,-3.43287,0
3116,9,-1.01119,1.00691,0.191394,-0.990043,-0.0122923,0.140195,0.00301919,-0.19216,-0.105583,-0.438948,1.45214,1.39835,0.533618,-0.00317134,-1.19089,1.99492,0.00746617,-1.20335,1.99905,0.000454767,-1.17744,2.3905,0.019775,-1.14472,2.41141,1.26998,-0.0341415,0.117489,-1.41604,0.0764698,-0.117381,0.928102,-2.26278,0.393557,1.27344,-1.32609,2.32059,0.268771,0,0,-0.534947,0,0,0.0322028,-1.49782,0,-1.09702,-3.38925,0
3117,9,-1.01138,1.00681,0.190953,-0.990134,-0.0130345,0.139487,0.00286155,-0.189187,-0.104369,-0.443155,1.40247,1.44074,0.542726,-0.00194601,-1.19093,1.99503,0.00609303,-1.20326,1.99894,0.0013165,-1.17957,2.3909,0.0209355,-1.14607,2.41376,1.18069,-0.0460727,0.116047,-1.33024,0.109854,-0.111036,0.795371,-1.99848,0.412845,1.0476,-1.37507,2.38065,0.190281,0,0,-0.44797,0,0,-0.027286,-1.35386,0,-1.1865,-3.31665,0
3118,9,-1.01157,1.0067,0.190508,-0.990227,-0.0137531,0.138758,0.00269622,-0.186041,-0.103051,-0.447368,1.35483,1.4828,0.552108,-0.000812122,-1.19099,1.99515,0.00480867,-1.20313,1.99883,0.00204975,-1.18144,2.39133,0.0219104,-1.14744,2.41615,1.08709,-0.0572155,0.115026,-1.23849,0.137511,-0.106741,0.671132,-1.74836,0.432618,0.902124,-1.35721,2.39163,0.116761,0,0,-0.365582,0,0,-0.0789902,-1.22602,0,-1.25613,-3.23562,0
3119,9,-1.01175,1.0066,0.190059,-0.990323,-0.0144487,0.138008,0.00252329,-0.182825,-0.101723,-0.451663,1.30733,1.52368,0.561249,0.000228053,-1.19105,1.99526,0.00361634,-1.20298,1.99872,0.00266541,-1.18307,2.39177,0.0227556,-1.14878,2.41853,0.993261,-0.0673337,0.113588,-1.14616,0.159789,-0.103259,0.560172,-1.51487,0.453409,0.788399,-1.31566,2.38466,0.0487273,0,0,-0.28852,0,0,-0.122985,-1.11361,0,-1.31462,-3.15365,0
3120,9,-1.01193,1.0065,0.189605,-0.99042,-0.0151212,0.137238,0.00234294,-0.17958,-0.100417,-0.45607,1.25926,1.56307,0.569909,0.00117529,-1.19112,1.99538,0.00251544,-1.20282,1.99862,0.00317727,-1.18448,2.39223,0.0234939,-1.15007,2.42091,0.901215,-0.0763818,0.1116,-1.05564,0.177356,-0.100189,0.463559,-1.29907,0.475506,0.688204,-1.26651,2.37136,-0.0136832,0,0,-0.21698,0,0,-0.159924,-1.01572,0,-1.36534,-3.07346,0
3121,9,-1.01211,1.0064,0.189146,-0.990519,-0.0157702,0.136449,0.00215541,-0.176323,-0.099145,-0.460598,1.21047,1.60088,0.57798,0.00203191,-1.1912,1.99549,0.0015036,-1.20263,1.99852,0.00359952,-1.18568,2.39272,0.0241355,-1.15131,2.42328,0.812012,-0.084363,0.109096,-0.968031,0.190887,-0.097375,0.38094,-1.10117,0.499024,0.594824,-1.21577,2.35612,-0.0705175,0,0,-0.150926,0,0,-0.190636,-0.931299,0,-1.40964,-2.996,0
3122,9,-1.01229,1.0063,0.188684,-0.99062,-0.0163954,0.135641,0.00196098,-0.173064,-0.0979094,-0.465249,1.161,1.63709,0.58542,0.00280104,-1.19129,1.99559,0.000577659,-1.20244,1.99843,0.00394571,-1.18669,2.39323,0.0246858,-1.1525,2.42562,0.726255,-0.0912939,0.106148,-0.883853,0.200993,-0.0947338,0.311425,-0.920836,0.52397,0.50583,-1.16567,2.34053,-0.121914,0,0,-0.0902161,0,0,-0.215971,-0.859292,0,-1.44813,-2.92153,0
3123,9,-1.01246,1.0062,0.188216,-0.990723,-0.0169964,0.134815,0.00175993,-0.169809,-0.0967099,-0.470022,1.11103,1.67172,0.592222,0.00348631,-1.19138,1.9957,-0.000265947,-1.20223,1.99833,0.00422838,-1.18753,2.39377,0.025149,-1.15364,2.42796,0.644294,-0.0971985,0.102827,-0.803358,0.2082,-0.0922115,0.25393,-0.757399,0.550286,0.420543,-1.11696,2.32522,-0.168062,0,0,-0.0346595,0,0,-0.236742,-0.798632,0,-1.48115,-2.85008,0
3124,9,-1.01263,1.00611,0.187743,-0.990828,-0.0175729,0.133973,0.00155258,-0.166563,-0.0955449,-0.474916,1.06075,1.70482,0.598393,0.00409163,-1.19148,1.9958,-0.00103095,-1.20202,1.99824,0.00445901,-1.18821,2.39433,0.0255286,-1.15473,2.43028,0.566339,-0.102105,0.0991993,-0.726657,0.212961,-0.0897667,0.207319,-0.609989,0.577879,0.338774,-1.06993,2.31038,-0.209179,0,0,0.0159568,0,0,-0.253703,-0.748285,0,-1.50894,-2.78161,0
3125,9,-1.01279,1.00601,0.187266,-0.990934,-0.0181249,0.133114,0.00133924,-0.163329,-0.0944121,-0.479926,1.01037,1.73645,0.603957,0.00462105,-1.19159,1.9959,-0.00172117,-1.20181,1.99815,0.0046479,-1.18876,2.39493,0.0258284,-1.15578,2.43258,0.492504,-0.10605,0.095322,-0.653775,0.215659,-0.0873685,0.170464,-0.477617,0.60664,0.260701,-1.02453,2.29611,-0.245498,0,0,0.0618573,0,0,-0.26754,-0.707263,0,-1.53172,-2.716,0
3126,9,-1.01295,1.00592,0.186784,-0.991042,-0.0186522,0.13224,0.00112021,-0.160111,-0.0933093,-0.48505,0.96011,1.76667,0.60894,0.00507872,-1.19169,1.99599,-0.00234041,-1.20159,1.99807,0.00480426,-1.18917,2.39555,0.0260519,-1.15678,2.43487,0.422843,-0.109073,0.0912475,-0.584696,0.216623,-0.0849921,0.142269,-0.35923,0.636456,0.18638,-0.980812,2.28238,-0.277263,0,0,0.10327,0,0,-0.278874,-0.674635,0,-1.5497,-2.65317,0
3127,9,-1.01311,1.00582,0.186296,-0.99115,-0.019155,0.131351,0.000895813,-0.156912,-0.0922338,-0.490283,0.910173,1.79554,0.613371,0.00546882,-1.1918,1.99608,-0.00289244,-1.20137,1.99798,0.00493625,-1.18948,2.3962,0.0262031,-1.15774,2.43714,0.357356,-0.111218,0.0870202,-0.519368,0.21613,-0.0826211,0.121694,-0.253759,0.667217,0.116058,-0.938631,2.26924,-0.304723,0,0,0.140424,0,0,-0.288256,-0.64953,0,-1.56311,-2.59301,0
