t,x,y,r,bh,bt,fh,ft,dx,dy,dr,dbh,dbt,dfh,dft,ubh,ubt,ufh,uft
0.7910000000000006,0.4645148329261185,0.4488442407137177,-4.102226320931583,-2.243668718159047,2.757,-1.748297803628832,2.5480598545514157,1.0145198041143269,-1.027592690525678,-16.06399869183382,7.763933248140193,0.0101598285732825,-3.9640017849279015,-5.116126044627494,-0.5809207201078066,1.5458955135463883,-0.139365552364701,0.22923651539337914
0.7920000000000006,0.4655274582538014,0.4478590039643889,-4.1182775284834765,-2.2363074044466837,2.757,-1.7527308512491677,2.5430510003850606,1.0152049687264082,-1.0398465688376965,-16.067975019006596,7.883567420818153,0.011675380856716149,-3.828253013070505,-5.151300144959589,-0.5709243232349228,1.5400852974217967,-0.1369168459892975,0.21903406493663968
0.7930000000000006,0.46654008358148424,0.44687376721506006,-4.13432873603537,-2.22894609073432,2.757,-1.7571638988695035,2.5380421462187055,1.0158901333384895,-1.0521004471497148,-16.071951346179368,8.003201593496113,0.013190933140149793,-3.6925042412131077,-5.186474245291684,-0.5609279263620391,1.5342750812972048,-0.13446813961389398,0.2088316144799002
0.7940000000000006,0.46755703515569497,0.44576993758708855,-4.1504142205008545,-2.2204954675379374,2.757,-1.7602813732952614,2.5327674980391097,1.0161683452883092,-1.0641607594095213,-16.075183310444014,8.107683967093928,0.008454642880328782,-3.558336612025612,-5.207785381761417,-0.5499537691298957,1.516896590849947,-0.13087718202441134,0.19973736799005315
0.7950000000000006,0.4685746232693884,0.4446486588726772,-4.166504748277833,-2.211884569495679,2.757,-1.7632052817105395,2.5274537424294112,1.016386680521567,-1.0761925914535213,-16.07830575335396,8.209936990541088,0.0027984918144117136,-3.424401623241457,-5.227056800016065,-0.5388357497601481,1.4978160098477906,-0.1271181600418674,0.19080617637358965
0.7960000000000006,0.4695922113830819,0.4435273801582658,-4.182595276054813,-2.2032736714534207,2.757,-1.766129190125818,2.5221399868197123,1.016605015754825,-1.0882244234975214,-16.081428196263904,8.312190013988248,-0.0028576592515053584,-3.290466634457302,-5.246328218270714,-0.5277177303904005,1.478735428845634,-0.12335913805932346,0.18187498475712618
0.7970000000000006,0.47060979949677534,0.44240610144385445,-4.198685803831792,-2.1946627734111623,2.757,-1.7690530985410966,2.516826231210014,1.0168233509880829,-1.1002562555415214,-16.084550639173848,8.414443037435408,-0.008513810317422424,-3.156531645673147,-5.265599636525362,-0.5165997110206529,1.4596548478434777,-0.11960011607677952,0.1729437931406627
0.7980000000000006,0.4716273876104688,0.4412848227294431,-4.214776331608771,-2.186051875368904,2.757,-1.7719770069563747,2.5115124756003153,1.0170416862213407,-1.1122880875855212,-16.087673082083793,8.51669606088257,-0.014169961383339492,-3.0225966568889926,-5.284871054780011,-0.5054816916509053,1.440574266841321,-0.11584109409423558,0.16401260152419922
0.7990000000000006,0.47264497572416225,0.4401635440150317,-4.230866859385751,-2.1774409773266457,2.757,-1.7749009153716533,2.506198719990617,1.0172600214545988,-1.1243199196295213,-16.09079552499374,8.61894908432973,-0.01982611244925657,-2.8886616681048376,-5.304142473034659,-0.49436367228115774,1.4214936858391645,-0.11208207211169163,0.15508140990773572
0.8000000000000006,0.4736625638378557,0.43904226530062035,-4.2469573871627295,-2.1688300792843873,2.757,-1.7778248237869319,2.500884964380918,1.0174783566878567,-1.1363517516735213,-16.093917967903685,8.72120210777689,-0.02548226351517363,-2.754726679320683,-5.323413891289308,-0.48324565291141014,1.402413104837008,-0.1083230501291477,0.14615021829127225
